t=1, n=10, r=0, m=2, rp=3 ---------> -1.39649e+11
t=0, n=11, r=0, m=2, rp=3 ---------> -1.03103e+11
t=1, n=11, r=0, m=2, rp=3 ---------> -3.36144e+11
t=0, n=12, r=0, m=2, rp=3 ---------> 1.17483e+11
t=1, n=12, r=0, m=2, rp=3 ---------> -3.91687e+10
t=0, n=13, r=0, m=2, rp=3 ---------> -3.48339e+10
t=1, n=13, r=0, m=2, rp=3 ---------> -2.61672e+11
t=0, n=14, r=0, m=2, rp=3 ---------> -1.60574e+11
t=1, n=14, r=0, m=2, rp=3 ---------> -2.23052e+11
t=0, n=15, r=0, m=2, rp=3 ---------> -1.55926e+10
t=1, n=15, r=0, m=2, rp=3 ---------> -2.23252e+11
t=0, n=16, r=0, m=2, rp=3 ---------> -2.00686e+11
t=1, n=16, r=0, m=2, rp=3 ---------> -8.88987e+10
t=0, n=17, r=0, m=2, rp=3 ---------> 3.54518e+09
t=1, n=17, r=0, m=2, rp=3 ---------> 1.32466e+11
t=0, n=18, r=0, m=2, rp=3 ---------> -2.31459e+10
t=1, n=18, r=0, m=2, rp=3 ---------> -1.61781e+11
t=0, n=19, r=0, m=2, rp=3 ---------> 3.56148e+09
t=1, n=19, r=0, m=2, rp=3 ---------> -2.18016e+11
t=0, n=20, r=0, m=2, rp=3 ---------> -1.01479e+11
t=1, n=20, r=0, m=2, rp=3 ---------> -1.73272e+11
t=0, n=21, r=0, m=2, rp=3 ---------> -1.0465e+11
t=1, n=21, r=0, m=2, rp=3 ---------> -1.1803e+11
t=0, n=22, r=0, m=2, rp=3 ---------> -1.54675e+11
t=1, n=22, r=0, m=2, rp=3 ---------> -3.72527e+11
t=0, n=23, r=0, m=2, rp=3 ---------> -2.04566e+10
t=1, n=23, r=0, m=2, rp=3 ---------> 1.61931e+11
t=0, n=24, r=0, m=2, rp=3 ---------> -1.25746e+11
t=1, n=24, r=0, m=2, rp=3 ---------> -3.07865e+11
t=0, n=25, r=0, m=2, rp=3 ---------> -6.18384e+10
t=1, n=25, r=0, m=2, rp=3 ---------> -1.00945e+11
t=0, n=26, r=0, m=2, rp=3 ---------> -2.19114e+11
t=1, n=26, r=0, m=2, rp=3 ---------> -1.84909e+11
t=0, n=27, r=0, m=2, rp=3 ---------> 2.05573e+11
t=1, n=27, r=0, m=2, rp=3 ---------> -3.06569e+10
t=0, n=28, r=0, m=2, rp=3 ---------> -1.08687e+11
t=1, n=28, r=0, m=2, rp=3 ---------> -3.8631e+11
t=0, n=29, r=0, m=2, rp=3 ---------> 4.00189e+10
t=1, n=29, r=0, m=2, rp=3 ---------> 3.85971e+10
t=0, n=30, r=0, m=2, rp=3 ---------> 1.37176e+11
t=1, n=30, r=0, m=2, rp=3 ---------> -2.18321e+11
t=0, n=31, r=0, m=2, rp=3 ---------> -4.48665e+10
t=1, n=31, r=0, m=2, rp=3 ---------> -4.19912e+11
t=0, n=32, r=0, m=2, rp=3 ---------> -3.02104e+10
t=1, n=32, r=0, m=2, rp=3 ---------> -3.35943e+11
t=0, n=33, r=0, m=2, rp=3 ---------> -2.28294e+09
t=1, n=33, r=0, m=2, rp=3 ---------> -3.83234e+09
t=0, n=34, r=0, m=2, rp=3 ---------> -6.28637e+10
t=1, n=34, r=0, m=2, rp=3 ---------> 9.47881e+10
t=0, n=35, r=0, m=2, rp=3 ---------> -8.44153e+10
t=1, n=35, r=0, m=2, rp=3 ---------> -3.69745e+10
t=0, n=36, r=0, m=2, rp=3 ---------> -6.87874e+10
t=1, n=36, r=0, m=2, rp=3 ---------> -1.9503e+11
t=0, n=37, r=0, m=2, rp=3 ---------> -2.94395e+11
t=1, n=37, r=0, m=2, rp=3 ---------> -3.70699e+11
t=0, n=38, r=0, m=2, rp=3 ---------> 7.35411e+10
t=1, n=38, r=0, m=2, rp=3 ---------> -2.7199e+11
t=0, n=39, r=0, m=2, rp=3 ---------> 2.04571e+10
t=1, n=39, r=0, m=2, rp=3 ---------> -2.51468e+11
t=0, n=40, r=0, m=2, rp=3 ---------> 7.20752e+10
t=1, n=40, r=0, m=2, rp=3 ---------> -6.4456e+10
t=0, n=41, r=0, m=2, rp=3 ---------> 5.84932e+10
t=1, n=41, r=0, m=2, rp=3 ---------> -1.27911e+11
t=0, n=42, r=0, m=2, rp=3 ---------> 1.86677e+10
t=1, n=42, r=0, m=2, rp=3 ---------> -3.23239e+10
t=0, n=43, r=0, m=2, rp=3 ---------> 7.04176e+10
t=1, n=43, r=0, m=2, rp=3 ---------> -1.32175e+11
t=0, n=44, r=0, m=2, rp=3 ---------> 2.57276e+10
t=1, n=44, r=0, m=2, rp=3 ---------> -5.36667e+10
t=0, n=0, r=1, m=2, rp=3 ---------> 1.23749e+12
t=1, n=0, r=1, m=2, rp=3 ---------> 6.11659e+11
t=0, n=1, r=1, m=2, rp=3 ---------> -1.09695e+11
t=1, n=1, r=1, m=2, rp=3 ---------> 4.99866e+11
t=0, n=2, r=1, m=2, rp=3 ---------> 6.16465e+10
t=1, n=2, r=1, m=2, rp=3 ---------> 2.41311e+11
t=0, n=3, r=1, m=2, rp=3 ---------> 7.8712e+11
t=1, n=3, r=1, m=2, rp=3 ---------> 3.39818e+11
t=0, n=4, r=1, m=2, rp=3 ---------> 1.36228e+11
t=1, n=4, r=1, m=2, rp=3 ---------> 3.48252e+11
t=0, n=5, r=1, m=2, rp=3 ---------> 7.75407e+11
t=1, n=5, r=1, m=2, rp=3 ---------> 6.45779e+11
t=0, n=6, r=1, m=2, rp=3 ---------> 5.89506e+11
t=1, n=6, r=1, m=2, rp=3 ---------> 4.47203e+11
t=0, n=7, r=1, m=2, rp=3 ---------> 3.57039e+11
t=1, n=7, r=1, m=2, rp=3 ---------> 4.82343e+11
t=0, n=8, r=1, m=2, rp=3 ---------> 6.69282e+11
t=1, n=8, r=1, m=2, rp=3 ---------> 7.17877e+09
t=0, n=9, r=1, m=2, rp=3 ---------> 7.09139e+11
t=1, n=9, r=1, m=2, rp=3 ---------> 8.28862e+11
t=0, n=10, r=1, m=2, rp=3 ---------> 5.84838e+11
t=1, n=10, r=1, m=2, rp=3 ---------> 5.0515e+11
t=0, n=11, r=1, m=2, rp=3 ---------> 6.87909e+11
t=1, n=11, r=1, m=2, rp=3 ---------> 4.81565e+11
t=0, n=12, r=1, m=2, rp=3 ---------> 5.72191e+11
t=1, n=12, r=1, m=2, rp=3 ---------> 6.43387e+10
t=0, n=13, r=1, m=2, rp=3 ---------> 3.95868e+11
t=1, n=13, r=1, m=2, rp=3 ---------> 6.14372e+11
t=0, n=14, r=1, m=2, rp=3 ---------> 1.80524e+11
t=1, n=14, r=1, m=2, rp=3 ---------> 4.57669e+11
t=0, n=15, r=1, m=2, rp=3 ---------> 9.22863e+11
t=1, n=15, r=1, m=2, rp=3 ---------> -8.61303e+10
t=0, n=16, r=1, m=2, rp=3 ---------> 5.71576e+11
t=1, n=16, r=1, m=2, rp=3 ---------> -1.98232e+11
t=0, n=17, r=1, m=2, rp=3 ---------> 7.1288e+10
t=1, n=17, r=1, m=2, rp=3 ---------> 2.24345e+11
t=0, n=18, r=1, m=2, rp=3 ---------> 5.58213e+11
t=1, n=18, r=1, m=2, rp=3 ---------> 4.45714e+09
t=0, n=19, r=1, m=2, rp=3 ---------> 3.15732e+11
t=1, n=19, r=1, m=2, rp=3 ---------> 2.63123e+11
t=0, n=20, r=1, m=2, rp=3 ---------> 6.47502e+11
t=1, n=20, r=1, m=2, rp=3 ---------> 3.43774e+11
t=0, n=21, r=1, m=2, rp=3 ---------> 2.68785e+11
t=1, n=21, r=1, m=2, rp=3 ---------> 1.85105e+10
t=0, n=22, r=1, m=2, rp=3 ---------> 1.03462e+12
t=1, n=22, r=1, m=2, rp=3 ---------> 9.53428e+11
t=0, n=23, r=1, m=2, rp=3 ---------> 3.2461e+11
t=1, n=23, r=1, m=2, rp=3 ---------> 1.5114e+11
t=0, n=24, r=1, m=2, rp=3 ---------> 1.22375e+12
t=1, n=24, r=1, m=2, rp=3 ---------> 2.57141e+11
t=0, n=25, r=1, m=2, rp=3 ---------> 7.83693e+11
t=1, n=25, r=1, m=2, rp=3 ---------> 3.40839e+11
t=0, n=26, r=1, m=2, rp=3 ---------> 4.08904e+11
t=1, n=26, r=1, m=2, rp=3 ---------> 5.95828e+11
t=0, n=27, r=1, m=2, rp=3 ---------> 4.67337e+11
t=1, n=27, r=1, m=2, rp=3 ---------> -2.81868e+11
t=0, n=28, r=1, m=2, rp=3 ---------> 1.25487e+12
t=1, n=28, r=1, m=2, rp=3 ---------> 1.66727e+11
t=0, n=29, r=1, m=2, rp=3 ---------> 1.61147e+11
t=1, n=29, r=1, m=2, rp=3 ---------> -1.21159e+11
t=0, n=30, r=1, m=2, rp=3 ---------> 1.10352e+12
t=1, n=30, r=1, m=2, rp=3 ---------> -2.0139e+10
t=0, n=31, r=1, m=2, rp=3 ---------> 7.45005e+11
t=1, n=31, r=1, m=2, rp=3 ---------> 6.10791e+11
t=0, n=32, r=1, m=2, rp=3 ---------> 9.39793e+11
t=1, n=32, r=1, m=2, rp=3 ---------> 2.48817e+11
t=0, n=33, r=1, m=2, rp=3 ---------> -1.14434e+11
t=1, n=33, r=1, m=2, rp=3 ---------> 2.07718e+11
t=0, n=34, r=1, m=2, rp=3 ---------> 1.15374e+11
t=1, n=34, r=1, m=2, rp=3 ---------> 3.59971e+11
t=0, n=35, r=1, m=2, rp=3 ---------> 1.93808e+11
t=1, n=35, r=1, m=2, rp=3 ---------> 2.27745e+11
t=0, n=36, r=1, m=2, rp=3 ---------> 2.36557e+11
t=1, n=36, r=1, m=2, rp=3 ---------> 3.18344e+11
t=0, n=37, r=1, m=2, rp=3 ---------> 7.19219e+11
t=1, n=37, r=1, m=2, rp=3 ---------> 7.47941e+11
t=0, n=38, r=1, m=2, rp=3 ---------> 3.83823e+11
t=1, n=38, r=1, m=2, rp=3 ---------> 4.66129e+11
t=0, n=39, r=1, m=2, rp=3 ---------> 1.61408e+11
t=1, n=39, r=1, m=2, rp=3 ---------> 8.92476e+10
t=0, n=40, r=1, m=2, rp=3 ---------> 4.00139e+11
t=1, n=40, r=1, m=2, rp=3 ---------> 9.24715e+10
t=0, n=41, r=1, m=2, rp=3 ---------> 7.30499e+11
t=1, n=41, r=1, m=2, rp=3 ---------> -2.13198e+11
t=0, n=42, r=1, m=2, rp=3 ---------> 4.80719e+11
t=1, n=42, r=1, m=2, rp=3 ---------> 1.16133e+11
t=0, n=43, r=1, m=2, rp=3 ---------> 4.15484e+11
t=1, n=43, r=1, m=2, rp=3 ---------> 5.07052e+10
t=0, n=44, r=1, m=2, rp=3 ---------> -1.66549e+11
t=1, n=44, r=1, m=2, rp=3 ---------> 3.40931e+11
t=0, n=0, r=2, m=2, rp=3 ---------> -2.25583e+12
t=1, n=0, r=2, m=2, rp=3 ---------> -1.29697e+12
t=0, n=1, r=2, m=2, rp=3 ---------> -4.41665e+11
t=1, n=1, r=2, m=2, rp=3 ---------> -6.94686e+11
t=0, n=2, r=2, m=2, rp=3 ---------> -3.60484e+11
t=1, n=2, r=2, m=2, rp=3 ---------> -6.7321e+11
t=0, n=3, r=2, m=2, rp=3 ---------> -1.13959e+12
t=1, n=3, r=2, m=2, rp=3 ---------> -1.1442e+12
t=0, n=4, r=2, m=2, rp=3 ---------> -1.42548e+12
t=1, n=4, r=2, m=2, rp=3 ---------> -8.91267e+11
t=0, n=5, r=2, m=2, rp=3 ---------> -1.40098e+12
t=1, n=5, r=2, m=2, rp=3 ---------> -1.38767e+12
t=0, n=6, r=2, m=2, rp=3 ---------> -9.92526e+11
t=1, n=6, r=2, m=2, rp=3 ---------> -9.50473e+11
t=0, n=7, r=2, m=2, rp=3 ---------> -8.33128e+11
t=1, n=7, r=2, m=2, rp=3 ---------> -8.1369e+11
t=0, n=8, r=2, m=2, rp=3 ---------> -1.07451e+12
t=1, n=8, r=2, m=2, rp=3 ---------> -8.54426e+11
t=0, n=9, r=2, m=2, rp=3 ---------> -1.07412e+12
t=1, n=9, r=2, m=2, rp=3 ---------> -1.27198e+12
t=0, n=10, r=2, m=2, rp=3 ---------> -6.71821e+11
t=1, n=10, r=2, m=2, rp=3 ---------> -9.89134e+11
t=0, n=11, r=2, m=2, rp=3 ---------> -1.20264e+12
t=1, n=11, r=2, m=2, rp=3 ---------> -8.90728e+11
t=0, n=12, r=2, m=2, rp=3 ---------> -9.63618e+11
t=1, n=12, r=2, m=2, rp=3 ---------> -5.97311e+11
t=0, n=13, r=2, m=2, rp=3 ---------> -4.83296e+11
t=1, n=13, r=2, m=2, rp=3 ---------> -1.05908e+12
t=0, n=14, r=2, m=2, rp=3 ---------> -6.12015e+11
t=1, n=14, r=2, m=2, rp=3 ---------> -7.09653e+11
t=0, n=15, r=2, m=2, rp=3 ---------> -1.60605e+12
t=1, n=15, r=2, m=2, rp=3 ---------> -7.75825e+11
t=0, n=16, r=2, m=2, rp=3 ---------> -8.58132e+11
t=1, n=16, r=2, m=2, rp=3 ---------> -3.91505e+11
t=0, n=17, r=2, m=2, rp=3 ---------> -6.2487e+11
t=1, n=17, r=2, m=2, rp=3 ---------> -3.63163e+11
t=0, n=18, r=2, m=2, rp=3 ---------> -1.16801e+12
t=1, n=18, r=2, m=2, rp=3 ---------> -3.18223e+11
t=0, n=19, r=2, m=2, rp=3 ---------> -9.04857e+11
t=1, n=19, r=2, m=2, rp=3 ---------> -2.62638e+11
t=0, n=20, r=2, m=2, rp=3 ---------> -1.16966e+12
t=1, n=20, r=2, m=2, rp=3 ---------> -9.36054e+11
t=0, n=21, r=2, m=2, rp=3 ---------> -7.58438e+11
t=1, n=21, r=2, m=2, rp=3 ---------> -4.37595e+11
t=0, n=22, r=2, m=2, rp=3 ---------> -2.31842e+12
t=1, n=22, r=2, m=2, rp=3 ---------> -1.77851e+12
t=0, n=23, r=2, m=2, rp=3 ---------> -6.71565e+11
t=1, n=23, r=2, m=2, rp=3 ---------> -8.32006e+11
t=0, n=24, r=2, m=2, rp=3 ---------> -2.4498e+12
t=1, n=24, r=2, m=2, rp=3 ---------> -1.35063e+12
t=0, n=25, r=2, m=2, rp=3 ---------> -1.42208e+12
t=1, n=25, r=2, m=2, rp=3 ---------> -1.13636e+12
t=0, n=26, r=2, m=2, rp=3 ---------> -9.02394e+11
t=1, n=26, r=2, m=2, rp=3 ---------> -9.04324e+11
t=0, n=27, r=2, m=2, rp=3 ---------> -1.06964e+12
t=1, n=27, r=2, m=2, rp=3 ---------> -4.20613e+11
t=0, n=28, r=2, m=2, rp=3 ---------> -1.59467e+12
t=1, n=28, r=2, m=2, rp=3 ---------> -9.69727e+11
t=0, n=29, r=2, m=2, rp=3 ---------> -1.27218e+12
t=1, n=29, r=2, m=2, rp=3 ---------> -7.46187e+11
t=0, n=30, r=2, m=2, rp=3 ---------> -1.25162e+12
t=1, n=30, r=2, m=2, rp=3 ---------> -4.04166e+11
t=0, n=31, r=2, m=2, rp=3 ---------> -1.06958e+12
t=1, n=31, r=2, m=2, rp=3 ---------> -8.88821e+11
t=0, n=32, r=2, m=2, rp=3 ---------> -1.6055e+12
t=1, n=32, r=2, m=2, rp=3 ---------> -8.78122e+11
t=0, n=33, r=2, m=2, rp=3 ---------> 2.08256e+10
t=1, n=33, r=2, m=2, rp=3 ---------> -1.95237e+11
t=0, n=34, r=2, m=2, rp=3 ---------> -1.10125e+12
t=1, n=34, r=2, m=2, rp=3 ---------> -2.37096e+11
t=0, n=35, r=2, m=2, rp=3 ---------> -4.17221e+11
t=1, n=35, r=2, m=2, rp=3 ---------> -4.52068e+11
t=0, n=36, r=2, m=2, rp=3 ---------> -9.68913e+11
t=1, n=36, r=2, m=2, rp=3 ---------> -4.61015e+11
t=0, n=37, r=2, m=2, rp=3 ---------> -7.62409e+11
t=1, n=37, r=2, m=2, rp=3 ---------> -1.08575e+12
t=0, n=38, r=2, m=2, rp=3 ---------> -1.12613e+12
t=1, n=38, r=2, m=2, rp=3 ---------> -7.51815e+11
t=0, n=39, r=2, m=2, rp=3 ---------> -9.52554e+11
t=1, n=39, r=2, m=2, rp=3 ---------> -5.5981e+11
t=0, n=40, r=2, m=2, rp=3 ---------> -8.55495e+11
t=1, n=40, r=2, m=2, rp=3 ---------> -3.86796e+11
t=0, n=41, r=2, m=2, rp=3 ---------> -1.13854e+12
t=1, n=41, r=2, m=2, rp=3 ---------> -5.73582e+11
t=0, n=42, r=2, m=2, rp=3 ---------> -1.34773e+12
t=1, n=42, r=2, m=2, rp=3 ---------> -7.14396e+11
t=0, n=43, r=2, m=2, rp=3 ---------> -7.1302e+11
t=1, n=43, r=2, m=2, rp=3 ---------> -7.4489e+10
t=0, n=44, r=2, m=2, rp=3 ---------> 2.57276e+10
t=1, n=44, r=2, m=2, rp=3 ---------> -5.36667e+10
t=0, n=0, r=3, m=2, rp=3 ---------> 7.62233e+11
t=1, n=0, r=3, m=2, rp=3 ---------> 1.1858e+12
t=0, n=1, r=3, m=2, rp=3 ---------> 3.6883e+11
t=1, n=1, r=3, m=2, rp=3 ---------> 3.26181e+11
t=0, n=2, r=3, m=2, rp=3 ---------> 8.459e+11
t=1, n=2, r=3, m=2, rp=3 ---------> 6.71847e+10
t=0, n=3, r=3, m=2, rp=3 ---------> 8.87474e+11
t=1, n=3, r=3, m=2, rp=3 ---------> 5.07704e+11
t=0, n=4, r=3, m=2, rp=3 ---------> 2.96266e+11
t=1, n=4, r=3, m=2, rp=3 ---------> 5.94357e+11
t=0, n=5, r=3, m=2, rp=3 ---------> 8.61924e+11
t=1, n=5, r=3, m=2, rp=3 ---------> 8.00306e+11
t=0, n=6, r=3, m=2, rp=3 ---------> 3.72029e+11
t=1, n=6, r=3, m=2, rp=3 ---------> 8.86816e+11
t=0, n=7, r=3, m=2, rp=3 ---------> 2.46599e+11
t=1, n=7, r=3, m=2, rp=3 ---------> 5.52171e+11
t=0, n=8, r=3, m=2, rp=3 ---------> 8.93917e+11
t=1, n=8, r=3, m=2, rp=3 ---------> 2.36834e+11
t=0, n=9, r=3, m=2, rp=3 ---------> 8.2469e+11
t=1, n=9, r=3, m=2, rp=3 ---------> 9.60107e+11
t=0, n=10, r=3, m=2, rp=3 ---------> 4.1227e+11
t=1, n=10, r=3, m=2, rp=3 ---------> 5.83634e+11
t=0, n=11, r=3, m=2, rp=3 ---------> 5.44884e+11
t=1, n=11, r=3, m=2, rp=3 ---------> 7.23556e+11
t=0, n=12, r=3, m=2, rp=3 ---------> 4.33936e+11
t=1, n=12, r=3, m=2, rp=3 ---------> 3.60644e+11
t=0, n=13, r=3, m=2, rp=3 ---------> 3.42126e+11
t=1, n=13, r=3, m=2, rp=3 ---------> 7.2119e+11
t=0, n=14, r=3, m=2, rp=3 ---------> 6.88124e+11
t=1, n=14, r=3, m=2, rp=3 ---------> 2.73235e+11
t=0, n=15, r=3, m=2, rp=3 ---------> 6.72359e+11
t=1, n=15, r=3, m=2, rp=3 ---------> 5.96289e+11
t=0, n=16, r=3, m=2, rp=3 ---------> 3.70609e+11
t=1, n=16, r=3, m=2, rp=3 ---------> 3.76557e+11
t=0, n=17, r=3, m=2, rp=3 ---------> 4.5168e+11
t=1, n=17, r=3, m=2, rp=3 ---------> 5.70078e+10
t=0, n=18, r=3, m=2, rp=3 ---------> 3.43033e+10
t=1, n=18, r=3, m=2, rp=3 ---------> 4.00724e+11
t=0, n=19, r=3, m=2, rp=3 ---------> -1.12559e+09
t=1, n=19, r=3, m=2, rp=3 ---------> 4.22167e+11
t=0, n=20, r=3, m=2, rp=3 ---------> 6.35248e+11
t=1, n=20, r=3, m=2, rp=3 ---------> 4.97443e+11
t=0, n=21, r=3, m=2, rp=3 ---------> 2.85382e+11
t=1, n=21, r=3, m=2, rp=3 ---------> 8.34158e+10
t=0, n=22, r=3, m=2, rp=3 ---------> 8.85886e+11
t=1, n=22, r=3, m=2, rp=3 ---------> 1.22616e+12
t=0, n=23, r=3, m=2, rp=3 ---------> 6.73449e+11
t=1, n=23, r=3, m=2, rp=3 ---------> -8.06834e+10
t=0, n=24, r=3, m=2, rp=3 ---------> 8.76573e+11
t=1, n=24, r=3, m=2, rp=3 ---------> 9.3544e+11
t=0, n=25, r=3, m=2, rp=3 ---------> 1.06925e+12
t=1, n=25, r=3, m=2, rp=3 ---------> 5.9088e+11
t=0, n=26, r=3, m=2, rp=3 ---------> 5.72589e+11
t=1, n=26, r=3, m=2, rp=3 ---------> 5.41673e+11
t=0, n=27, r=3, m=2, rp=3 ---------> 5.90943e+11
t=1, n=27, r=3, m=2, rp=3 ---------> 2.2247e+10
t=0, n=28, r=3, m=2, rp=3 ---------> 5.13026e+11
t=1, n=28, r=3, m=2, rp=3 ---------> 9.65577e+11
t=0, n=29, r=3, m=2, rp=3 ---------> 4.61614e+11
t=1, n=29, r=3, m=2, rp=3 ---------> 1.66655e+11
t=0, n=30, r=3, m=2, rp=3 ---------> 3.50792e+11
t=1, n=30, r=3, m=2, rp=3 ---------> 4.87673e+11
t=0, n=31, r=3, m=2, rp=3 ---------> 5.79816e+11
t=1, n=31, r=3, m=2, rp=3 ---------> 6.75463e+11
t=0, n=32, r=3, m=2, rp=3 ---------> 4.91627e+11
t=1, n=32, r=3, m=2, rp=3 ---------> 7.70102e+11
t=0, n=33, r=3, m=2, rp=3 ---------> 1.97832e+11
t=1, n=33, r=3, m=2, rp=3 ---------> 9.91436e+09
t=0, n=34, r=3, m=2, rp=3 ---------> 2.40619e+11
t=1, n=34, r=3, m=2, rp=3 ---------> 1.53425e+11
t=0, n=35, r=3, m=2, rp=3 ---------> 3.79152e+11
t=1, n=35, r=3, m=2, rp=3 ---------> 1.71941e+11
t=0, n=36, r=3, m=2, rp=3 ---------> 4.48089e+10
t=1, n=36, r=3, m=2, rp=3 ---------> 5.14897e+11
t=0, n=37, r=3, m=2, rp=3 ---------> 7.50214e+11
t=1, n=37, r=3, m=2, rp=3 ---------> 7.9312e+11
t=0, n=38, r=3, m=2, rp=3 ---------> 1.7469e+11
t=1, n=38, r=3, m=2, rp=3 ---------> 7.65012e+11
t=0, n=39, r=3, m=2, rp=3 ---------> 3.36893e+11
t=1, n=39, r=3, m=2, rp=3 ---------> 3.45365e+11
t=0, n=40, r=3, m=2, rp=3 ---------> 2.50004e+11
t=1, n=40, r=3, m=2, rp=3 ---------> 3.4904e+11
t=0, n=41, r=3, m=2, rp=3 ---------> 3.82288e+11
t=1, n=41, r=3, m=2, rp=3 ---------> 3.6516e+11
t=0, n=42, r=3, m=2, rp=3 ---------> 4.767e+11
t=1, n=42, r=3, m=2, rp=3 ---------> 4.91152e+11
t=0, n=43, r=3, m=2, rp=3 ---------> 1.03313e+11
t=1, n=43, r=3, m=2, rp=3 ---------> 2.49078e+11
t=0, n=44, r=3, m=2, rp=3 ---------> -2.60729e+11
t=1, n=44, r=3, m=2, rp=3 ---------> 6.21721e+10
t=0, n=0, r=0, m=3, rp=3 ---------> -6.23436e+11
t=1, n=0, r=0, m=3, rp=3 ---------> 4.33843e+11
t=0, n=1, r=0, m=3, rp=3 ---------> -4.74412e+11
t=1, n=1, r=0, m=3, rp=3 ---------> 5.61274e+11
t=0, n=2, r=0, m=3, rp=3 ---------> -3.8022e+11
t=1, n=2, r=0, m=3, rp=3 ---------> 5.71686e+11
t=0, n=3, r=0, m=3, rp=3 ---------> -6.95309e+11
t=1, n=3, r=0, m=3, rp=3 ---------> 7.77296e+11
t=0, n=4, r=0, m=3, rp=3 ---------> -1.25437e+11
t=1, n=4, r=0, m=3, rp=3 ---------> 3.56924e+11
t=0, n=5, r=0, m=3, rp=3 ---------> -4.82372e+11
t=1, n=5, r=0, m=3, rp=3 ---------> 3.77477e+11
t=0, n=6, r=0, m=3, rp=3 ---------> -4.37497e+11
t=1, n=6, r=0, m=3, rp=3 ---------> 4.05487e+11
t=0, n=7, r=0, m=3, rp=3 ---------> -4.55166e+11
t=1, n=7, r=0, m=3, rp=3 ---------> 2.65276e+11
t=0, n=8, r=0, m=3, rp=3 ---------> -6.74308e+11
t=1, n=8, r=0, m=3, rp=3 ---------> 7.85958e+11
t=0, n=9, r=0, m=3, rp=3 ---------> -6.1016e+11
t=1, n=9, r=0, m=3, rp=3 ---------> 4.93879e+11
t=0, n=10, r=0, m=3, rp=3 ---------> -2.00606e+11
t=1, n=10, r=0, m=3, rp=3 ---------> 2.4467e+11
t=0, n=11, r=0, m=3, rp=3 ---------> -3.5406e+11
t=1, n=11, r=0, m=3, rp=3 ---------> 1.6012e+11
t=0, n=12, r=0, m=3, rp=3 ---------> -2.23404e+11
t=1, n=12, r=0, m=3, rp=3 ---------> 4.00116e+11
t=0, n=13, r=0, m=3, rp=3 ---------> -4.18948e+11
t=1, n=13, r=0, m=3, rp=3 ---------> 1.62633e+11
t=0, n=14, r=0, m=3, rp=3 ---------> -3.13415e+11
t=1, n=14, r=0, m=3, rp=3 ---------> 5.53854e+11
t=0, n=15, r=0, m=3, rp=3 ---------> -4.63625e+11
t=1, n=15, r=0, m=3, rp=3 ---------> 5.23291e+11
t=0, n=16, r=0, m=3, rp=3 ---------> -4.33395e+11
t=1, n=16, r=0, m=3, rp=3 ---------> 4.44108e+11
t=0, n=17, r=0, m=3, rp=3 ---------> -4.95432e+11
t=1, n=17, r=0, m=3, rp=3 ---------> 6.1394e+11
t=0, n=18, r=0, m=3, rp=3 ---------> -2.25698e+11
t=1, n=18, r=0, m=3, rp=3 ---------> 2.83619e+11
t=0, n=19, r=0, m=3, rp=3 ---------> 3.18882e+10
t=1, n=19, r=0, m=3, rp=3 ---------> -1.66499e+11
t=0, n=20, r=0, m=3, rp=3 ---------> -3.87186e+11
t=1, n=20, r=0, m=3, rp=3 ---------> 3.18055e+11
t=0, n=21, r=0, m=3, rp=3 ---------> -2.62057e+11
t=1, n=21, r=0, m=3, rp=3 ---------> 2.63431e+10
t=0, n=22, r=0, m=3, rp=3 ---------> -6.539e+11
t=1, n=22, r=0, m=3, rp=3 ---------> 4.40005e+11
t=0, n=23, r=0, m=3, rp=3 ---------> -4.50293e+11
t=1, n=23, r=0, m=3, rp=3 ---------> 5.36529e+11
t=0, n=24, r=0, m=3, rp=3 ---------> -6.96702e+11
t=1, n=24, r=0, m=3, rp=3 ---------> 7.7966e+11
t=0, n=25, r=0, m=3, rp=3 ---------> -6.47168e+11
t=1, n=25, r=0, m=3, rp=3 ---------> 7.72356e+11
t=0, n=26, r=0, m=3, rp=3 ---------> -3.80012e+11
t=1, n=26, r=0, m=3, rp=3 ---------> 1.52041e+11
t=0, n=27, r=0, m=3, rp=3 ---------> -4.72257e+11
t=1, n=27, r=0, m=3, rp=3 ---------> 4.64967e+11
t=0, n=28, r=0, m=3, rp=3 ---------> -4.7898e+11
t=1, n=28, r=0, m=3, rp=3 ---------> 3.66749e+11
t=0, n=29, r=0, m=3, rp=3 ---------> -1.66484e+11
t=1, n=29, r=0, m=3, rp=3 ---------> 4.18098e+11
t=0, n=30, r=0, m=3, rp=3 ---------> -5.53898e+11
t=1, n=30, r=0, m=3, rp=3 ---------> 4.75746e+11
t=0, n=31, r=0, m=3, rp=3 ---------> -6.22423e+10
t=1, n=31, r=0, m=3, rp=3 ---------> 4.79068e+10
t=0, n=32, r=0, m=3, rp=3 ---------> -3.01028e+11
t=1, n=32, r=0, m=3, rp=3 ---------> 1.99227e+11
t=0, n=33, r=0, m=3, rp=3 ---------> -1.07613e+11
t=1, n=33, r=0, m=3, rp=3 ---------> 1.67625e+11
t=0, n=34, r=0, m=3, rp=3 ---------> -4.95295e+11
t=1, n=34, r=0, m=3, rp=3 ---------> 5.68563e+11
t=0, n=35, r=0, m=3, rp=3 ---------> -2.98875e+11
t=1, n=35, r=0, m=3, rp=3 ---------> 2.66346e+11
