t=1, n=11, r=0, m=36, rp=1 ---------> -1.95827e+11
t=0, n=12, r=0, m=36, rp=1 ---------> 1.50543e+11
t=1, n=12, r=0, m=36, rp=1 ---------> -3.59483e+11
t=0, n=13, r=0, m=36, rp=1 ---------> -3.67835e+10
t=1, n=13, r=0, m=36, rp=1 ---------> -1.24674e+11
t=0, n=14, r=0, m=36, rp=1 ---------> 3.17417e+10
t=1, n=14, r=0, m=36, rp=1 ---------> -2.2962e+11
t=0, n=15, r=0, m=36, rp=1 ---------> -1.52918e+11
t=1, n=15, r=0, m=36, rp=1 ---------> -9.61954e+11
t=0, n=16, r=0, m=36, rp=1 ---------> 3.48426e+11
t=1, n=16, r=0, m=36, rp=1 ---------> -1.52555e+11
t=0, n=17, r=0, m=36, rp=1 ---------> 7.54867e+10
t=1, n=17, r=0, m=36, rp=1 ---------> -3.73598e+10
t=0, n=18, r=0, m=36, rp=1 ---------> 4.5262e+11
t=1, n=18, r=0, m=36, rp=1 ---------> -4.16476e+11
t=0, n=19, r=0, m=36, rp=1 ---------> -1.48708e+11
t=1, n=19, r=0, m=36, rp=1 ---------> -5.03788e+11
t=0, n=20, r=0, m=36, rp=1 ---------> -6.36185e+10
t=1, n=20, r=0, m=36, rp=1 ---------> -6.87297e+11
t=0, n=21, r=0, m=36, rp=1 ---------> 3.24118e+10
t=1, n=21, r=0, m=36, rp=1 ---------> -5.67242e+11
t=0, n=22, r=0, m=36, rp=1 ---------> -1.60612e+11
t=1, n=22, r=0, m=36, rp=1 ---------> -1.04021e+12
t=0, n=23, r=0, m=36, rp=1 ---------> -4.77907e+10
t=1, n=23, r=0, m=36, rp=1 ---------> -6.02175e+11
t=0, n=24, r=0, m=36, rp=1 ---------> 1.779e+11
t=1, n=24, r=0, m=36, rp=1 ---------> -1.24628e+12
t=0, n=25, r=0, m=36, rp=1 ---------> -4.38703e+10
t=1, n=25, r=0, m=36, rp=1 ---------> -6.79883e+11
t=0, n=26, r=0, m=36, rp=1 ---------> -8.27169e+10
t=1, n=26, r=0, m=36, rp=1 ---------> -1.96257e+11
t=0, n=27, r=0, m=36, rp=1 ---------> -1.15717e+11
t=1, n=27, r=0, m=36, rp=1 ---------> -8.99613e+11
t=0, n=28, r=0, m=36, rp=1 ---------> 1.70484e+11
t=1, n=28, r=0, m=36, rp=1 ---------> -5.01844e+11
t=0, n=29, r=0, m=36, rp=1 ---------> -4.47086e+10
t=1, n=29, r=0, m=36, rp=1 ---------> -6.44803e+11
t=0, n=30, r=0, m=36, rp=1 ---------> -4.69611e+10
t=1, n=30, r=0, m=36, rp=1 ---------> -9.0214e+11
t=0, n=31, r=0, m=36, rp=1 ---------> -2.09523e+11
t=1, n=31, r=0, m=36, rp=1 ---------> -3.79523e+11
t=0, n=32, r=0, m=36, rp=1 ---------> -5.11771e+11
t=1, n=32, r=0, m=36, rp=1 ---------> -1.03876e+12
t=0, n=33, r=0, m=36, rp=1 ---------> -5.06732e+10
t=1, n=33, r=0, m=36, rp=1 ---------> -2.40843e+10
t=0, n=34, r=0, m=36, rp=1 ---------> 7.53658e+10
t=1, n=34, r=0, m=36, rp=1 ---------> -2.05151e+11
t=0, n=35, r=0, m=36, rp=1 ---------> -1.00512e+11
t=1, n=35, r=0, m=36, rp=1 ---------> -2.05823e+11
t=0, n=36, r=0, m=36, rp=1 ---------> -1.00487e+11
t=1, n=36, r=0, m=36, rp=1 ---------> -4.29436e+11
t=0, n=37, r=0, m=36, rp=1 ---------> -5.01435e+09
t=1, n=37, r=0, m=36, rp=1 ---------> -1.44042e+11
t=0, n=38, r=0, m=36, rp=1 ---------> -1.26993e+11
t=1, n=38, r=0, m=36, rp=1 ---------> -6.85765e+11
t=0, n=39, r=0, m=36, rp=1 ---------> -4.17927e+11
t=1, n=39, r=0, m=36, rp=1 ---------> -7.40307e+11
t=0, n=40, r=0, m=36, rp=1 ---------> -1.23995e+11
t=1, n=40, r=0, m=36, rp=1 ---------> -6.66831e+11
t=0, n=41, r=0, m=36, rp=1 ---------> 6.13221e+10
t=1, n=41, r=0, m=36, rp=1 ---------> -7.07247e+11
t=0, n=42, r=0, m=36, rp=1 ---------> 3.64339e+10
t=1, n=42, r=0, m=36, rp=1 ---------> -4.01316e+11
t=0, n=43, r=0, m=36, rp=1 ---------> 4.57808e+10
t=1, n=43, r=0, m=36, rp=1 ---------> -3.3851e+11
t=0, n=44, r=0, m=36, rp=1 ---------> -5.77251e+10
t=1, n=44, r=0, m=36, rp=1 ---------> 2.17112e+09
t=0, n=45, r=0, m=36, rp=1 ---------> -7.33134e+10
t=1, n=45, r=0, m=36, rp=1 ---------> 2.61334e+10
t=0, n=0, r=1, m=36, rp=1 ---------> 2.52817e+11
t=1, n=0, r=1, m=36, rp=1 ---------> -3.41713e+11
t=0, n=1, r=1, m=36, rp=1 ---------> -4.38225e+11
t=1, n=1, r=1, m=36, rp=1 ---------> -1.70256e+11
t=0, n=2, r=1, m=36, rp=1 ---------> -2.46235e+11
t=1, n=2, r=1, m=36, rp=1 ---------> 4.42517e+10
t=0, n=3, r=1, m=36, rp=1 ---------> -5.32913e+11
t=1, n=3, r=1, m=36, rp=1 ---------> -4.04391e+11
t=0, n=4, r=1, m=36, rp=1 ---------> -4.19239e+11
t=1, n=4, r=1, m=36, rp=1 ---------> -1.08337e+11
t=0, n=5, r=1, m=36, rp=1 ---------> -3.09751e+11
t=1, n=5, r=1, m=36, rp=1 ---------> -7.49172e+11
t=0, n=6, r=1, m=36, rp=1 ---------> -2.57334e+11
t=1, n=6, r=1, m=36, rp=1 ---------> -1.45334e+11
t=0, n=7, r=1, m=36, rp=1 ---------> 1.29349e+11
t=1, n=7, r=1, m=36, rp=1 ---------> -3.50561e+11
t=0, n=8, r=1, m=36, rp=1 ---------> -7.36762e+11
t=1, n=8, r=1, m=36, rp=1 ---------> -2.62474e+11
t=0, n=9, r=1, m=36, rp=1 ---------> 4.59262e+11
t=1, n=9, r=1, m=36, rp=1 ---------> -1.26796e+11
t=0, n=10, r=1, m=36, rp=1 ---------> -2.44295e+11
t=1, n=10, r=1, m=36, rp=1 ---------> -2.69209e+11
t=0, n=11, r=1, m=36, rp=1 ---------> -7.01038e+10
t=1, n=11, r=1, m=36, rp=1 ---------> -2.99459e+11
t=0, n=12, r=1, m=36, rp=1 ---------> -4.44274e+11
t=1, n=12, r=1, m=36, rp=1 ---------> -1.63068e+10
t=0, n=13, r=1, m=36, rp=1 ---------> -1.086e+09
t=1, n=13, r=1, m=36, rp=1 ---------> -3.47218e+11
t=0, n=14, r=1, m=36, rp=1 ---------> -2.76658e+11
t=1, n=14, r=1, m=36, rp=1 ---------> 5.61253e+09
t=0, n=15, r=1, m=36, rp=1 ---------> -9.17077e+10
t=1, n=15, r=1, m=36, rp=1 ---------> -2.15192e+10
t=0, n=16, r=1, m=36, rp=1 ---------> -2.40704e+11
t=1, n=16, r=1, m=36, rp=1 ---------> -3.63819e+11
t=0, n=17, r=1, m=36, rp=1 ---------> -4.63945e+11
t=1, n=17, r=1, m=36, rp=1 ---------> -5.76513e+10
t=0, n=18, r=1, m=36, rp=1 ---------> -2.60554e+11
t=1, n=18, r=1, m=36, rp=1 ---------> 1.58121e+11
t=0, n=19, r=1, m=36, rp=1 ---------> 4.56709e+11
t=1, n=19, r=1, m=36, rp=1 ---------> 1.03692e+10
t=0, n=20, r=1, m=36, rp=1 ---------> -2.1303e+11
t=1, n=20, r=1, m=36, rp=1 ---------> -4.77145e+11
t=0, n=21, r=1, m=36, rp=1 ---------> -5.94591e+11
t=1, n=21, r=1, m=36, rp=1 ---------> -4.73813e+11
t=0, n=22, r=1, m=36, rp=1 ---------> 4.36192e+10
t=1, n=22, r=1, m=36, rp=1 ---------> -8.39102e+11
t=0, n=23, r=1, m=36, rp=1 ---------> -8.44528e+11
t=1, n=23, r=1, m=36, rp=1 ---------> -3.67417e+11
t=0, n=24, r=1, m=36, rp=1 ---------> -4.78583e+11
t=1, n=24, r=1, m=36, rp=1 ---------> -4.57485e+11
t=0, n=25, r=1, m=36, rp=1 ---------> -3.69385e+11
t=1, n=25, r=1, m=36, rp=1 ---------> -5.49228e+11
t=0, n=26, r=1, m=36, rp=1 ---------> 2.25212e+10
t=1, n=26, r=1, m=36, rp=1 ---------> -5.5375e+11
t=0, n=27, r=1, m=36, rp=1 ---------> -6.08576e+11
t=1, n=27, r=1, m=36, rp=1 ---------> -6.63421e+10
t=0, n=28, r=1, m=36, rp=1 ---------> -7.17673e+10
t=1, n=28, r=1, m=36, rp=1 ---------> -6.85779e+10
t=0, n=29, r=1, m=36, rp=1 ---------> -1.03041e+12
t=1, n=29, r=1, m=36, rp=1 ---------> -1.02495e+11
t=0, n=30, r=1, m=36, rp=1 ---------> -4.17389e+10
t=1, n=30, r=1, m=36, rp=1 ---------> 4.35442e+11
t=0, n=31, r=1, m=36, rp=1 ---------> 3.57211e+11
t=1, n=31, r=1, m=36, rp=1 ---------> -3.1704e+10
t=0, n=32, r=1, m=36, rp=1 ---------> 3.47298e+11
t=1, n=32, r=1, m=36, rp=1 ---------> 8.07495e+10
t=0, n=33, r=1, m=36, rp=1 ---------> -2.04256e+11
t=1, n=33, r=1, m=36, rp=1 ---------> 2.25944e+10
t=0, n=34, r=1, m=36, rp=1 ---------> 5.72115e+10
t=1, n=34, r=1, m=36, rp=1 ---------> -5.67178e+10
t=0, n=35, r=1, m=36, rp=1 ---------> -1.26344e+10
t=1, n=35, r=1, m=36, rp=1 ---------> -2.0585e+11
t=0, n=36, r=1, m=36, rp=1 ---------> 2.9007e+11
t=1, n=36, r=1, m=36, rp=1 ---------> -1.17758e+11
t=0, n=37, r=1, m=36, rp=1 ---------> 1.65238e+11
t=1, n=37, r=1, m=36, rp=1 ---------> -2.54434e+11
t=0, n=38, r=1, m=36, rp=1 ---------> 1.26629e+11
t=1, n=38, r=1, m=36, rp=1 ---------> -2.09437e+10
t=0, n=39, r=1, m=36, rp=1 ---------> -2.03763e+11
t=1, n=39, r=1, m=36, rp=1 ---------> 1.62254e+11
t=0, n=40, r=1, m=36, rp=1 ---------> 1.26866e+11
t=1, n=40, r=1, m=36, rp=1 ---------> 8.73951e+10
t=0, n=41, r=1, m=36, rp=1 ---------> -4.34398e+11
t=1, n=41, r=1, m=36, rp=1 ---------> -1.49129e+11
t=0, n=42, r=1, m=36, rp=1 ---------> -5.21262e+11
t=1, n=42, r=1, m=36, rp=1 ---------> -2.56109e+11
t=0, n=43, r=1, m=36, rp=1 ---------> 8.4526e+10
t=1, n=43, r=1, m=36, rp=1 ---------> 1.00947e+11
t=0, n=44, r=1, m=36, rp=1 ---------> 6.27291e+09
t=1, n=44, r=1, m=36, rp=1 ---------> -3.76776e+10
t=0, n=45, r=1, m=36, rp=1 ---------> -1.25442e+10
t=1, n=45, r=1, m=36, rp=1 ---------> 1.25899e+10
t=0, n=0, r=2, m=36, rp=1 ---------> 6.01842e+11
t=1, n=0, r=2, m=36, rp=1 ---------> -6.21827e+11
t=0, n=1, r=2, m=36, rp=1 ---------> -3.05718e+10
t=1, n=1, r=2, m=36, rp=1 ---------> 3.88364e+10
t=0, n=2, r=2, m=36, rp=1 ---------> -2.30177e+11
t=1, n=2, r=2, m=36, rp=1 ---------> 2.85522e+11
t=0, n=3, r=2, m=36, rp=1 ---------> 2.35987e+11
t=1, n=3, r=2, m=36, rp=1 ---------> 2.87618e+11
t=0, n=4, r=2, m=36, rp=1 ---------> 5.14984e+11
t=1, n=4, r=2, m=36, rp=1 ---------> 9.88787e+10
t=0, n=5, r=2, m=36, rp=1 ---------> 2.65177e+11
t=1, n=5, r=2, m=36, rp=1 ---------> 5.16218e+11
t=0, n=6, r=2, m=36, rp=1 ---------> 2.04265e+11
t=1, n=6, r=2, m=36, rp=1 ---------> -8.36785e+11
t=0, n=7, r=2, m=36, rp=1 ---------> 1.21139e+11
t=1, n=7, r=2, m=36, rp=1 ---------> -4.97024e+11
t=0, n=8, r=2, m=36, rp=1 ---------> 5.87572e+11
t=1, n=8, r=2, m=36, rp=1 ---------> 3.84352e+11
t=0, n=9, r=2, m=36, rp=1 ---------> -2.53634e+11
t=1, n=9, r=2, m=36, rp=1 ---------> -8.39824e+11
t=0, n=10, r=2, m=36, rp=1 ---------> 3.40158e+09
t=1, n=10, r=2, m=36, rp=1 ---------> -3.61139e+10
t=0, n=11, r=2, m=36, rp=1 ---------> 2.46356e+11
t=1, n=11, r=2, m=36, rp=1 ---------> 1.17177e+11
t=0, n=12, r=2, m=36, rp=1 ---------> 2.77507e+11
t=1, n=12, r=2, m=36, rp=1 ---------> 2.69666e+11
t=0, n=13, r=2, m=36, rp=1 ---------> -2.09229e+11
t=1, n=13, r=2, m=36, rp=1 ---------> -6.64997e+11
t=0, n=14, r=2, m=36, rp=1 ---------> 1.25526e+10
t=1, n=14, r=2, m=36, rp=1 ---------> -2.50294e+11
t=0, n=15, r=2, m=36, rp=1 ---------> 5.96039e+11
t=1, n=15, r=2, m=36, rp=1 ---------> 4.64226e+11
t=0, n=16, r=2, m=36, rp=1 ---------> 3.86034e+11
t=1, n=16, r=2, m=36, rp=1 ---------> 5.55448e+11
t=0, n=17, r=2, m=36, rp=1 ---------> 8.37235e+10
t=1, n=17, r=2, m=36, rp=1 ---------> 4.76822e+11
t=0, n=18, r=2, m=36, rp=1 ---------> 6.33892e+11
t=1, n=18, r=2, m=36, rp=1 ---------> -2.57183e+11
t=0, n=19, r=2, m=36, rp=1 ---------> 2.94296e+11
t=1, n=19, r=2, m=36, rp=1 ---------> -4.33696e+11
t=0, n=20, r=2, m=36, rp=1 ---------> 3.22041e+11
t=1, n=20, r=2, m=36, rp=1 ---------> 2.98393e+11
t=0, n=21, r=2, m=36, rp=1 ---------> 6.15989e+11
t=1, n=21, r=2, m=36, rp=1 ---------> 5.49867e+11
t=0, n=22, r=2, m=36, rp=1 ---------> 5.07531e+11
t=1, n=22, r=2, m=36, rp=1 ---------> -6.33108e+10
t=0, n=23, r=2, m=36, rp=1 ---------> 4.29113e+11
t=1, n=23, r=2, m=36, rp=1 ---------> 5.65128e+11
t=0, n=24, r=2, m=36, rp=1 ---------> 9.07017e+11
t=1, n=24, r=2, m=36, rp=1 ---------> 2.93426e+11
t=0, n=25, r=2, m=36, rp=1 ---------> 3.88516e+11
t=1, n=25, r=2, m=36, rp=1 ---------> 4.20621e+11
t=0, n=26, r=2, m=36, rp=1 ---------> 9.44442e+10
t=1, n=26, r=2, m=36, rp=1 ---------> 2.31427e+11
t=0, n=27, r=2, m=36, rp=1 ---------> 7.45523e+11
t=1, n=27, r=2, m=36, rp=1 ---------> 3.72238e+11
t=0, n=28, r=2, m=36, rp=1 ---------> 3.69735e+11
t=1, n=28, r=2, m=36, rp=1 ---------> -4.69311e+11
t=0, n=29, r=2, m=36, rp=1 ---------> 9.77064e+11
t=1, n=29, r=2, m=36, rp=1 ---------> 5.48201e+11
t=0, n=30, r=2, m=36, rp=1 ---------> 5.94945e+11
t=1, n=30, r=2, m=36, rp=1 ---------> -5.37305e+11
t=0, n=31, r=2, m=36, rp=1 ---------> -2.53219e+11
t=1, n=31, r=2, m=36, rp=1 ---------> -7.90071e+10
t=0, n=32, r=2, m=36, rp=1 ---------> 3.75905e+11
t=1, n=32, r=2, m=36, rp=1 ---------> -4.13082e+11
t=0, n=33, r=2, m=36, rp=1 ---------> -6.71255e+10
t=1, n=33, r=2, m=36, rp=1 ---------> 1.26089e+11
t=0, n=34, r=2, m=36, rp=1 ---------> 7.04036e+10
t=1, n=34, r=2, m=36, rp=1 ---------> 1.89332e+11
t=0, n=35, r=2, m=36, rp=1 ---------> -8.07689e+09
t=1, n=35, r=2, m=36, rp=1 ---------> -2.73484e+10
t=0, n=36, r=2, m=36, rp=1 ---------> 2.2116e+11
t=1, n=36, r=2, m=36, rp=1 ---------> -5.08746e+11
t=0, n=37, r=2, m=36, rp=1 ---------> -1.22911e+11
t=1, n=37, r=2, m=36, rp=1 ---------> -3.97823e+11
t=0, n=38, r=2, m=36, rp=1 ---------> 9.21849e+10
t=1, n=38, r=2, m=36, rp=1 ---------> -4.60091e+11
t=0, n=39, r=2, m=36, rp=1 ---------> 2.98793e+11
t=1, n=39, r=2, m=36, rp=1 ---------> -2.09174e+11
t=0, n=40, r=2, m=36, rp=1 ---------> 4.20022e+11
t=1, n=40, r=2, m=36, rp=1 ---------> -3.85363e+11
t=0, n=41, r=2, m=36, rp=1 ---------> 5.3842e+11
t=1, n=41, r=2, m=36, rp=1 ---------> 2.94757e+11
t=0, n=42, r=2, m=36, rp=1 ---------> 6.86536e+11
t=1, n=42, r=2, m=36, rp=1 ---------> 3.07775e+11
t=0, n=43, r=2, m=36, rp=1 ---------> 2.95516e+11
t=1, n=43, r=2, m=36, rp=1 ---------> -2.44107e+11
t=0, n=44, r=2, m=36, rp=1 ---------> -5.77251e+10
t=1, n=44, r=2, m=36, rp=1 ---------> 2.17112e+09
t=0, n=45, r=2, m=36, rp=1 ---------> -7.33134e+10
t=1, n=45, r=2, m=36, rp=1 ---------> 2.61334e+10
t=0, n=0, r=3, m=36, rp=1 ---------> -1.30833e+12
t=1, n=0, r=3, m=36, rp=1 ---------> -4.22443e+11
t=0, n=1, r=3, m=36, rp=1 ---------> -7.72662e+11
t=1, n=1, r=3, m=36, rp=1 ---------> 3.34081e+11
t=0, n=2, r=3, m=36, rp=1 ---------> -5.27574e+11
t=1, n=2, r=3, m=36, rp=1 ---------> 3.33752e+11
t=0, n=3, r=3, m=36, rp=1 ---------> -9.63577e+11
t=1, n=3, r=3, m=36, rp=1 ---------> -1.33512e+11
t=0, n=4, r=3, m=36, rp=1 ---------> -6.61733e+11
t=1, n=4, r=3, m=36, rp=1 ---------> -8.51928e+11
t=0, n=5, r=3, m=36, rp=1 ---------> -5.45282e+11
t=1, n=5, r=3, m=36, rp=1 ---------> -1.14093e+12
t=0, n=6, r=3, m=36, rp=1 ---------> -9.33755e+11
t=1, n=6, r=3, m=36, rp=1 ---------> 6.24131e+11
t=0, n=7, r=3, m=36, rp=1 ---------> -7.38622e+11
t=1, n=7, r=3, m=36, rp=1 ---------> 1.78811e+11
t=0, n=8, r=3, m=36, rp=1 ---------> -1.20516e+12
t=1, n=8, r=3, m=36, rp=1 ---------> -8.298e+10
t=0, n=9, r=3, m=36, rp=1 ---------> -1.01769e+12
t=1, n=9, r=3, m=36, rp=1 ---------> 7.71148e+11
t=0, n=10, r=3, m=36, rp=1 ---------> -1.93656e+11
t=1, n=10, r=3, m=36, rp=1 ---------> -1.62475e+11
t=0, n=11, r=3, m=36, rp=1 ---------> -3.57094e+11
t=1, n=11, r=3, m=36, rp=1 ---------> -7.59885e+11
t=0, n=12, r=3, m=36, rp=1 ---------> -4.7045e+11
t=1, n=12, r=3, m=36, rp=1 ---------> -3.14951e+11
t=0, n=13, r=3, m=36, rp=1 ---------> -6.98584e+11
t=1, n=13, r=3, m=36, rp=1 ---------> 7.79277e+11
t=0, n=14, r=3, m=36, rp=1 ---------> -3.49231e+11
t=1, n=14, r=3, m=36, rp=1 ---------> 1.7807e+11
t=0, n=15, r=3, m=36, rp=1 ---------> -8.60236e+11
t=1, n=15, r=3, m=36, rp=1 ---------> -9.28172e+11
t=0, n=16, r=3, m=36, rp=1 ---------> -4.95741e+11
t=1, n=16, r=3, m=36, rp=1 ---------> -8.19957e+11
t=0, n=17, r=3, m=36, rp=1 ---------> -7.33193e+11
t=1, n=17, r=3, m=36, rp=1 ---------> -2.9057e+11
t=0, n=18, r=3, m=36, rp=1 ---------> -5.47173e+11
t=1, n=18, r=3, m=36, rp=1 ---------> -4.03528e+11
t=0, n=19, r=3, m=36, rp=1 ---------> -2.46485e+11
t=1, n=19, r=3, m=36, rp=1 ---------> -4.08768e+11
t=0, n=20, r=3, m=36, rp=1 ---------> -6.0024e+11
t=1, n=20, r=3, m=36, rp=1 ---------> -7.54225e+11
t=0, n=21, r=3, m=36, rp=1 ---------> -7.02197e+11
t=1, n=21, r=3, m=36, rp=1 ---------> -1.03484e+12
t=0, n=22, r=3, m=36, rp=1 ---------> -1.09672e+12
t=1, n=22, r=3, m=36, rp=1 ---------> -1.21191e+12
t=0, n=23, r=3, m=36, rp=1 ---------> -7.92035e+11
t=1, n=23, r=3, m=36, rp=1 ---------> -2.76203e+11
t=0, n=24, r=3, m=36, rp=1 ---------> -1.37708e+12
t=1, n=24, r=3, m=36, rp=1 ---------> -1.25191e+12
t=0, n=25, r=3, m=36, rp=1 ---------> -1.03265e+12
t=1, n=25, r=3, m=36, rp=1 ---------> -2.79636e+11
t=0, n=26, r=3, m=36, rp=1 ---------> -3.42493e+11
t=1, n=26, r=3, m=36, rp=1 ---------> -7.43597e+11
t=0, n=27, r=3, m=36, rp=1 ---------> -1.38045e+12
t=1, n=27, r=3, m=36, rp=1 ---------> -2.3926e+10
t=0, n=28, r=3, m=36, rp=1 ---------> -8.71191e+11
t=1, n=28, r=3, m=36, rp=1 ---------> -2.82133e+11
t=0, n=29, r=3, m=36, rp=1 ---------> -9.49988e+11
t=1, n=29, r=3, m=36, rp=1 ---------> -9.17773e+11
t=0, n=30, r=3, m=36, rp=1 ---------> -1.18301e+12
t=1, n=30, r=3, m=36, rp=1 ---------> 1.28363e+11
t=0, n=31, r=3, m=36, rp=1 ---------> 2.45043e+11
t=1, n=31, r=3, m=36, rp=1 ---------> -5.80233e+11
t=0, n=32, r=3, m=36, rp=1 ---------> -8.70162e+11
t=1, n=32, r=3, m=36, rp=1 ---------> -5.72827e+11
t=0, n=33, r=3, m=36, rp=1 ---------> -1.09812e+11
t=1, n=33, r=3, m=36, rp=1 ---------> 9.67829e+10
t=0, n=34, r=3, m=36, rp=1 ---------> -7.25053e+11
t=1, n=34, r=3, m=36, rp=1 ---------> -5.87961e+11
t=0, n=35, r=3, m=36, rp=1 ---------> -4.40196e+11
t=1, n=35, r=3, m=36, rp=1 ---------> 6.30163e+10
t=0, n=36, r=3, m=36, rp=1 ---------> -5.25718e+11
t=1, n=36, r=3, m=36, rp=1 ---------> -2.9825e+11
t=0, n=37, r=3, m=36, rp=1 ---------> 1.1284e+11
t=1, n=37, r=3, m=36, rp=1 ---------> -2.52043e+11
t=0, n=38, r=3, m=36, rp=1 ---------> -6.56046e+11
t=1, n=38, r=3, m=36, rp=1 ---------> -1.17623e+11
t=0, n=39, r=3, m=36, rp=1 ---------> -1.03223e+12
t=1, n=39, r=3, m=36, rp=1 ---------> -1.93238e+11
t=0, n=40, r=3, m=36, rp=1 ---------> -9.02748e+11
t=1, n=40, r=3, m=36, rp=1 ---------> 2.86699e+11
t=0, n=41, r=3, m=36, rp=1 ---------> -5.92241e+11
t=1, n=41, r=3, m=36, rp=1 ---------> -5.24406e+11
t=0, n=42, r=3, m=36, rp=1 ---------> -8.85436e+11
t=1, n=42, r=3, m=36, rp=1 ---------> -8.02788e+11
t=0, n=43, r=3, m=36, rp=1 ---------> -5.97516e+11
t=1, n=43, r=3, m=36, rp=1 ---------> -7.30931e+10
t=0, n=44, r=3, m=36, rp=1 ---------> 3.53772e+10
t=1, n=44, r=3, m=36, rp=1 ---------> -2.85826e+11
t=0, n=45, r=3, m=36, rp=1 ---------> 5.52628e+10
t=1, n=45, r=3, m=36, rp=1 ---------> -1.65329e+11
t=0, n=0, r=0, m=37, rp=1 ---------> 7.07318e+11
t=1, n=0, r=0, m=37, rp=1 ---------> 1.27224e+11
t=0, n=1, r=0, m=37, rp=1 ---------> -1.55516e+11
t=1, n=1, r=0, m=37, rp=1 ---------> -2.94599e+11
t=0, n=2, r=0, m=37, rp=1 ---------> -4.14351e+11
t=1, n=2, r=0, m=37, rp=1 ---------> -4.04825e+11
t=0, n=3, r=0, m=37, rp=1 ---------> -1.10438e+10
t=1, n=3, r=0, m=37, rp=1 ---------> -2.63985e+11
t=0, n=4, r=0, m=37, rp=1 ---------> -1.91504e+11
t=1, n=4, r=0, m=37, rp=1 ---------> -1.35413e+11
t=0, n=5, r=0, m=37, rp=1 ---------> 1.20541e+11
t=1, n=5, r=0, m=37, rp=1 ---------> -9.64611e+10
t=0, n=6, r=0, m=37, rp=1 ---------> 5.90084e+11
t=1, n=6, r=0, m=37, rp=1 ---------> 1.44757e+11
t=0, n=7, r=0, m=37, rp=1 ---------> 2.58816e+11
t=1, n=7, r=0, m=37, rp=1 ---------> 3.18036e+10
t=0, n=8, r=0, m=37, rp=1 ---------> -2.69775e+11
t=1, n=8, r=0, m=37, rp=1 ---------> -3.68015e+11
t=0, n=9, r=0, m=37, rp=1 ---------> 6.28167e+11
t=1, n=9, r=0, m=37, rp=1 ---------> 2.17999e+11
t=0, n=10, r=0, m=37, rp=1 ---------> 2.56812e+11
t=1, n=10, r=0, m=37, rp=1 ---------> 2.53963e+10
t=0, n=11, r=0, m=37, rp=1 ---------> 2.20317e+11
t=1, n=11, r=0, m=37, rp=1 ---------> -7.32148e+09
t=0, n=12, r=0, m=37, rp=1 ---------> 1.38287e+11
t=1, n=12, r=0, m=37, rp=1 ---------> -1.17218e+11
t=0, n=13, r=0, m=37, rp=1 ---------> 4.75743e+11
t=1, n=13, r=0, m=37, rp=1 ---------> 1.44849e+11
t=0, n=14, r=0, m=37, rp=1 ---------> -1.27139e+11
t=1, n=14, r=0, m=37, rp=1 ---------> -1.6412e+11
t=0, n=15, r=0, m=37, rp=1 ---------> -1.97632e+11
t=1, n=15, r=0, m=37, rp=1 ---------> -2.48528e+11
t=0, n=16, r=0, m=37, rp=1 ---------> -1.51298e+10
t=1, n=16, r=0, m=37, rp=1 ---------> -6.82893e+10
t=0, n=17, r=0, m=37, rp=1 ---------> -2.85349e+11
t=1, n=17, r=0, m=37, rp=1 ---------> -2.84421e+11
t=0, n=18, r=0, m=37, rp=1 ---------> 3.78833e+10
t=1, n=18, r=0, m=37, rp=1 ---------> -8.30425e+10
t=0, n=19, r=0, m=37, rp=1 ---------> 2.24309e+11
t=1, n=19, r=0, m=37, rp=1 ---------> 1.80615e+11
t=0, n=20, r=0, m=37, rp=1 ---------> 6.06453e+10
t=1, n=20, r=0, m=37, rp=1 ---------> -1.15492e+11
t=0, n=21, r=0, m=37, rp=1 ---------> -3.03465e+11
t=1, n=21, r=0, m=37, rp=1 ---------> -2.09476e+11
t=0, n=22, r=0, m=37, rp=1 ---------> 4.04579e+11
t=1, n=22, r=0, m=37, rp=1 ---------> 5.98165e+10
t=0, n=23, r=0, m=37, rp=1 ---------> -3.92219e+11
t=1, n=23, r=0, m=37, rp=1 ---------> -3.24937e+11
t=0, n=24, r=0, m=37, rp=1 ---------> 1.80722e+10
t=1, n=24, r=0, m=37, rp=1 ---------> -2.05138e+11
t=0, n=25, r=0, m=37, rp=1 ---------> 7.30781e+10
t=1, n=25, r=0, m=37, rp=1 ---------> -1.92684e+11
t=0, n=26, r=0, m=37, rp=1 ---------> 1.38387e+11
t=1, n=26, r=0, m=37, rp=1 ---------> 3.69061e+10
t=0, n=27, r=0, m=37, rp=1 ---------> -2.65638e+11
t=1, n=27, r=0, m=37, rp=1 ---------> -2.73095e+11
t=0, n=28, r=0, m=37, rp=1 ---------> 7.12334e+11
t=1, n=28, r=0, m=37, rp=1 ---------> 1.48966e+11
t=0, n=29, r=0, m=37, rp=1 ---------> -5.54981e+11
t=1, n=29, r=0, m=37, rp=1 ---------> -3.53236e+11
t=0, n=30, r=0, m=37, rp=1 ---------> 1.91451e+11
t=1, n=30, r=0, m=37, rp=1 ---------> -1.40058e+11
t=0, n=31, r=0, m=37, rp=1 ---------> 4.06797e+11
t=1, n=31, r=0, m=37, rp=1 ---------> 1.03556e+11
t=0, n=32, r=0, m=37, rp=1 ---------> 1.465e+11
t=1, n=32, r=0, m=37, rp=1 ---------> 9.54151e+10
