t=0, n=42, r=0, m=34, rp=2 ---------> -1.8801e+11
t=1, n=42, r=0, m=34, rp=2 ---------> 1.4243e+10
t=0, n=43, r=0, m=34, rp=2 ---------> -1.53165e+11
t=1, n=43, r=0, m=34, rp=2 ---------> -4.41665e+08
t=0, n=44, r=0, m=34, rp=2 ---------> 1.9725e+10
t=1, n=44, r=0, m=34, rp=2 ---------> 4.77336e+09
t=0, n=0, r=1, m=34, rp=2 ---------> 1.90591e+12
t=1, n=0, r=1, m=34, rp=2 ---------> 4.21776e+11
t=0, n=1, r=1, m=34, rp=2 ---------> 8.25071e+11
t=1, n=1, r=1, m=34, rp=2 ---------> 9.50352e+11
t=0, n=2, r=1, m=34, rp=2 ---------> 1.11063e+12
t=1, n=2, r=1, m=34, rp=2 ---------> 4.40269e+11
t=0, n=3, r=1, m=34, rp=2 ---------> 1.47848e+12
t=1, n=3, r=1, m=34, rp=2 ---------> 1.08655e+11
t=0, n=4, r=1, m=34, rp=2 ---------> 9.50678e+11
t=1, n=4, r=1, m=34, rp=2 ---------> 8.70896e+09
t=0, n=5, r=1, m=34, rp=2 ---------> 1.64639e+12
t=1, n=5, r=1, m=34, rp=2 ---------> -1.16077e+11
t=0, n=6, r=1, m=34, rp=2 ---------> 1.15087e+12
t=1, n=6, r=1, m=34, rp=2 ---------> 4.25006e+11
t=0, n=7, r=1, m=34, rp=2 ---------> 7.8837e+11
t=1, n=7, r=1, m=34, rp=2 ---------> 5.76838e+11
t=0, n=8, r=1, m=34, rp=2 ---------> 1.22937e+12
t=1, n=8, r=1, m=34, rp=2 ---------> -6.32811e+10
t=0, n=9, r=1, m=34, rp=2 ---------> 1.93335e+12
t=1, n=9, r=1, m=34, rp=2 ---------> 1.46896e+12
t=0, n=10, r=1, m=34, rp=2 ---------> 1.18434e+12
t=1, n=10, r=1, m=34, rp=2 ---------> 1.17263e+11
t=0, n=11, r=1, m=34, rp=2 ---------> 1.25816e+12
t=1, n=11, r=1, m=34, rp=2 ---------> 1.84159e+11
t=0, n=12, r=1, m=34, rp=2 ---------> 9.36941e+11
t=1, n=12, r=1, m=34, rp=2 ---------> -1.73045e+11
t=0, n=13, r=1, m=34, rp=2 ---------> 1.24218e+12
t=1, n=13, r=1, m=34, rp=2 ---------> 8.70334e+11
t=0, n=14, r=1, m=34, rp=2 ---------> 1.20147e+12
t=1, n=14, r=1, m=34, rp=2 ---------> 7.99012e+11
t=0, n=15, r=1, m=34, rp=2 ---------> 1.63215e+12
t=1, n=15, r=1, m=34, rp=2 ---------> -6.57645e+11
t=0, n=16, r=1, m=34, rp=2 ---------> 8.20204e+11
t=1, n=16, r=1, m=34, rp=2 ---------> -7.77856e+11
t=0, n=17, r=1, m=34, rp=2 ---------> 8.17635e+11
t=1, n=17, r=1, m=34, rp=2 ---------> 7.53398e+11
t=0, n=18, r=1, m=34, rp=2 ---------> 6.66296e+11
t=1, n=18, r=1, m=34, rp=2 ---------> -1.5863e+11
t=0, n=19, r=1, m=34, rp=2 ---------> 4.06455e+11
t=1, n=19, r=1, m=34, rp=2 ---------> 5.22065e+10
t=0, n=20, r=1, m=34, rp=2 ---------> 1.18314e+12
t=1, n=20, r=1, m=34, rp=2 ---------> -1.48482e+11
t=0, n=21, r=1, m=34, rp=2 ---------> 6.35204e+11
t=1, n=21, r=1, m=34, rp=2 ---------> -4.60032e+11
t=0, n=22, r=1, m=34, rp=2 ---------> 2.06973e+12
t=1, n=22, r=1, m=34, rp=2 ---------> 3.62332e+11
t=0, n=23, r=1, m=34, rp=2 ---------> 9.0014e+11
t=1, n=23, r=1, m=34, rp=2 ---------> 2.9818e+11
t=0, n=24, r=1, m=34, rp=2 ---------> 2.19128e+12
t=1, n=24, r=1, m=34, rp=2 ---------> -5.79603e+11
t=0, n=25, r=1, m=34, rp=2 ---------> 1.49887e+12
t=1, n=25, r=1, m=34, rp=2 ---------> 1.4942e+10
t=0, n=26, r=1, m=34, rp=2 ---------> 9.36902e+11
t=1, n=26, r=1, m=34, rp=2 ---------> 3.88422e+11
t=0, n=27, r=1, m=34, rp=2 ---------> 8.44021e+11
t=1, n=27, r=1, m=34, rp=2 ---------> -2.42636e+11
t=0, n=28, r=1, m=34, rp=2 ---------> 1.63505e+12
t=1, n=28, r=1, m=34, rp=2 ---------> -2.68123e+11
t=0, n=29, r=1, m=34, rp=2 ---------> 9.22355e+11
t=1, n=29, r=1, m=34, rp=2 ---------> -4.18226e+11
t=0, n=30, r=1, m=34, rp=2 ---------> 1.53816e+12
t=1, n=30, r=1, m=34, rp=2 ---------> 3.806e+11
t=0, n=31, r=1, m=34, rp=2 ---------> 1.62751e+12
t=1, n=31, r=1, m=34, rp=2 ---------> 3.7013e+11
t=0, n=32, r=1, m=34, rp=2 ---------> 1.69221e+12
t=1, n=32, r=1, m=34, rp=2 ---------> -1.58432e+11
t=0, n=33, r=1, m=34, rp=2 ---------> 3.48229e+11
t=1, n=33, r=1, m=34, rp=2 ---------> 4.95285e+11
t=0, n=34, r=1, m=34, rp=2 ---------> 7.33342e+11
t=1, n=34, r=1, m=34, rp=2 ---------> 8.34304e+11
t=0, n=35, r=1, m=34, rp=2 ---------> 5.77722e+11
t=1, n=35, r=1, m=34, rp=2 ---------> 3.49069e+11
t=0, n=36, r=1, m=34, rp=2 ---------> 5.1444e+11
t=1, n=36, r=1, m=34, rp=2 ---------> 1.9025e+11
t=0, n=37, r=1, m=34, rp=2 ---------> 1.47367e+12
t=1, n=37, r=1, m=34, rp=2 ---------> 4.40433e+11
t=0, n=38, r=1, m=34, rp=2 ---------> 1.00354e+12
t=1, n=38, r=1, m=34, rp=2 ---------> 2.4185e+11
t=0, n=39, r=1, m=34, rp=2 ---------> 1.13986e+12
t=1, n=39, r=1, m=34, rp=2 ---------> 1.0549e+11
t=0, n=40, r=1, m=34, rp=2 ---------> 7.60547e+11
t=1, n=40, r=1, m=34, rp=2 ---------> 3.06142e+11
t=0, n=41, r=1, m=34, rp=2 ---------> 6.64101e+11
t=1, n=41, r=1, m=34, rp=2 ---------> -9.17752e+11
t=0, n=42, r=1, m=34, rp=2 ---------> 8.9364e+11
t=1, n=42, r=1, m=34, rp=2 ---------> -1.36332e+11
t=0, n=43, r=1, m=34, rp=2 ---------> 3.3475e+11
t=1, n=43, r=1, m=34, rp=2 ---------> 3.39596e+11
t=0, n=44, r=1, m=34, rp=2 ---------> 3.42391e+10
t=1, n=44, r=1, m=34, rp=2 ---------> 6.27911e+10
t=0, n=0, r=2, m=34, rp=2 ---------> -2.87168e+12
t=1, n=0, r=2, m=34, rp=2 ---------> -2.02233e+12
t=0, n=1, r=2, m=34, rp=2 ---------> -1.79013e+12
t=1, n=1, r=2, m=34, rp=2 ---------> -1.43974e+12
t=0, n=2, r=2, m=34, rp=2 ---------> -1.71802e+12
t=1, n=2, r=2, m=34, rp=2 ---------> -1.60269e+12
t=0, n=3, r=2, m=34, rp=2 ---------> -2.30907e+12
t=1, n=3, r=2, m=34, rp=2 ---------> -1.26735e+12
t=0, n=4, r=2, m=34, rp=2 ---------> -2.01896e+12
t=1, n=4, r=2, m=34, rp=2 ---------> -4.98012e+11
t=0, n=5, r=2, m=34, rp=2 ---------> -1.85133e+12
t=1, n=5, r=2, m=34, rp=2 ---------> -9.71694e+11
t=0, n=6, r=2, m=34, rp=2 ---------> -1.99891e+12
t=1, n=6, r=2, m=34, rp=2 ---------> -1.50583e+12
t=0, n=7, r=2, m=34, rp=2 ---------> -1.22428e+12
t=1, n=7, r=2, m=34, rp=2 ---------> -9.82406e+11
t=0, n=8, r=2, m=34, rp=2 ---------> -2.44932e+12
t=1, n=8, r=2, m=34, rp=2 ---------> -1.45956e+12
t=0, n=9, r=2, m=34, rp=2 ---------> -2.37273e+12
t=1, n=9, r=2, m=34, rp=2 ---------> -3.16913e+12
t=0, n=10, r=2, m=34, rp=2 ---------> -1.13044e+12
t=1, n=10, r=2, m=34, rp=2 ---------> -7.04161e+11
t=0, n=11, r=2, m=34, rp=2 ---------> -1.59651e+12
t=1, n=11, r=2, m=34, rp=2 ---------> -1.16536e+12
t=0, n=12, r=2, m=34, rp=2 ---------> -1.52055e+12
t=1, n=12, r=2, m=34, rp=2 ---------> -5.52284e+11
t=0, n=13, r=2, m=34, rp=2 ---------> -1.52435e+12
t=1, n=13, r=2, m=34, rp=2 ---------> -1.74774e+12
t=0, n=14, r=2, m=34, rp=2 ---------> -1.99453e+12
t=1, n=14, r=2, m=34, rp=2 ---------> -1.9459e+12
t=0, n=15, r=2, m=34, rp=2 ---------> -2.34792e+12
t=1, n=15, r=2, m=34, rp=2 ---------> -7.6374e+11
t=0, n=16, r=2, m=34, rp=2 ---------> -1.20566e+12
t=1, n=16, r=2, m=34, rp=2 ---------> -1.73846e+11
t=0, n=17, r=2, m=34, rp=2 ---------> -1.75507e+12
t=1, n=17, r=2, m=34, rp=2 ---------> -1.37206e+12
t=0, n=18, r=2, m=34, rp=2 ---------> -1.41177e+12
t=1, n=18, r=2, m=34, rp=2 ---------> -4.33976e+11
t=0, n=19, r=2, m=34, rp=2 ---------> -4.74466e+11
t=1, n=19, r=2, m=34, rp=2 ---------> -1.9745e+11
t=0, n=20, r=2, m=34, rp=2 ---------> -1.5357e+12
t=1, n=20, r=2, m=34, rp=2 ---------> -6.11032e+11
t=0, n=21, r=2, m=34, rp=2 ---------> -9.73572e+11
t=1, n=21, r=2, m=34, rp=2 ---------> 1.14183e+11
t=0, n=22, r=2, m=34, rp=2 ---------> -2.77363e+12
t=1, n=22, r=2, m=34, rp=2 ---------> -1.4903e+12
t=0, n=23, r=2, m=34, rp=2 ---------> -1.5174e+12
t=1, n=23, r=2, m=34, rp=2 ---------> -1.0589e+12
t=0, n=24, r=2, m=34, rp=2 ---------> -3.40394e+12
t=1, n=24, r=2, m=34, rp=2 ---------> -1.04605e+12
t=0, n=25, r=2, m=34, rp=2 ---------> -2.47281e+12
t=1, n=25, r=2, m=34, rp=2 ---------> -1.70134e+12
t=0, n=26, r=2, m=34, rp=2 ---------> -1.04434e+12
t=1, n=26, r=2, m=34, rp=2 ---------> -1.12172e+12
t=0, n=27, r=2, m=34, rp=2 ---------> -2.00231e+12
t=1, n=27, r=2, m=34, rp=2 ---------> -9.73595e+11
t=0, n=28, r=2, m=34, rp=2 ---------> -2.05281e+12
t=1, n=28, r=2, m=34, rp=2 ---------> -1.06211e+12
t=0, n=29, r=2, m=34, rp=2 ---------> -2.16994e+12
t=1, n=29, r=2, m=34, rp=2 ---------> -5.68553e+11
t=0, n=30, r=2, m=34, rp=2 ---------> -2.22207e+12
t=1, n=30, r=2, m=34, rp=2 ---------> -1.54771e+12
t=0, n=31, r=2, m=34, rp=2 ---------> -1.26568e+12
t=1, n=31, r=2, m=34, rp=2 ---------> -9.86466e+11
t=0, n=32, r=2, m=34, rp=2 ---------> -2.08972e+12
t=1, n=32, r=2, m=34, rp=2 ---------> -8.91374e+11
t=0, n=33, r=2, m=34, rp=2 ---------> -5.49245e+11
t=1, n=33, r=2, m=34, rp=2 ---------> -7.99273e+11
t=0, n=34, r=2, m=34, rp=2 ---------> -1.6225e+12
t=1, n=34, r=2, m=34, rp=2 ---------> -1.04061e+12
t=0, n=35, r=2, m=34, rp=2 ---------> -9.07403e+11
t=1, n=35, r=2, m=34, rp=2 ---------> -8.87646e+11
t=0, n=36, r=2, m=34, rp=2 ---------> -9.42617e+11
t=1, n=36, r=2, m=34, rp=2 ---------> -3.57314e+11
t=0, n=37, r=2, m=34, rp=2 ---------> -1.68718e+12
t=1, n=37, r=2, m=34, rp=2 ---------> -1.58794e+12
t=0, n=38, r=2, m=34, rp=2 ---------> -1.71673e+12
t=1, n=38, r=2, m=34, rp=2 ---------> -6.1237e+11
t=0, n=39, r=2, m=34, rp=2 ---------> -2.18104e+12
t=1, n=39, r=2, m=34, rp=2 ---------> -8.42569e+11
t=0, n=40, r=2, m=34, rp=2 ---------> -1.45069e+12
t=1, n=40, r=2, m=34, rp=2 ---------> -1.20508e+12
t=0, n=41, r=2, m=34, rp=2 ---------> -1.18555e+12
t=1, n=41, r=2, m=34, rp=2 ---------> 2.80879e+11
t=0, n=42, r=2, m=34, rp=2 ---------> -1.90226e+12
t=1, n=42, r=2, m=34, rp=2 ---------> -7.95104e+11
t=0, n=43, r=2, m=34, rp=2 ---------> -7.16221e+11
t=1, n=43, r=2, m=34, rp=2 ---------> -6.56295e+11
t=0, n=44, r=2, m=34, rp=2 ---------> 1.9725e+10
t=1, n=44, r=2, m=34, rp=2 ---------> 4.77336e+09
t=0, n=0, r=3, m=34, rp=2 ---------> 4.28677e+11
t=1, n=0, r=3, m=34, rp=2 ---------> 1.61136e+12
t=0, n=1, r=3, m=34, rp=2 ---------> 7.30104e+11
t=1, n=1, r=3, m=34, rp=2 ---------> 1.40379e+12
t=0, n=2, r=3, m=34, rp=2 ---------> 6.513e+11
t=1, n=2, r=3, m=34, rp=2 ---------> 9.64558e+11
t=0, n=3, r=3, m=34, rp=2 ---------> 7.51969e+11
t=1, n=3, r=3, m=34, rp=2 ---------> 1.10365e+12
t=0, n=4, r=3, m=34, rp=2 ---------> 8.25557e+10
t=1, n=4, r=3, m=34, rp=2 ---------> 7.74518e+11
t=0, n=5, r=3, m=34, rp=2 ---------> 3.88772e+11
t=1, n=5, r=3, m=34, rp=2 ---------> 9.79975e+11
t=0, n=6, r=3, m=34, rp=2 ---------> 5.84902e+11
t=1, n=6, r=3, m=34, rp=2 ---------> 1.37386e+12
t=0, n=7, r=3, m=34, rp=2 ---------> 8.75851e+10
t=1, n=7, r=3, m=34, rp=2 ---------> 8.60698e+11
t=0, n=8, r=3, m=34, rp=2 ---------> 7.40472e+11
t=1, n=8, r=3, m=34, rp=2 ---------> 1.01713e+12
t=0, n=9, r=3, m=34, rp=2 ---------> 1.33858e+12
t=1, n=9, r=3, m=34, rp=2 ---------> 2.02869e+12
t=0, n=10, r=3, m=34, rp=2 ---------> 3.22688e+11
t=1, n=10, r=3, m=34, rp=2 ---------> 6.18611e+11
t=0, n=11, r=3, m=34, rp=2 ---------> 2.23503e+11
t=1, n=11, r=3, m=34, rp=2 ---------> 1.11565e+12
t=0, n=12, r=3, m=34, rp=2 ---------> 3.42512e+11
t=1, n=12, r=3, m=34, rp=2 ---------> 6.166e+11
t=0, n=13, r=3, m=34, rp=2 ---------> 6.44245e+11
t=1, n=13, r=3, m=34, rp=2 ---------> 1.26206e+12
t=0, n=14, r=3, m=34, rp=2 ---------> 8.25471e+11
t=1, n=14, r=3, m=34, rp=2 ---------> 1.151e+12
t=0, n=15, r=3, m=34, rp=2 ---------> -1.27229e+10
t=1, n=15, r=3, m=34, rp=2 ---------> 8.24775e+11
t=0, n=16, r=3, m=34, rp=2 ---------> 1.40358e+11
t=1, n=16, r=3, m=34, rp=2 ---------> 5.2494e+11
t=0, n=17, r=3, m=34, rp=2 ---------> 9.04966e+11
t=1, n=17, r=3, m=34, rp=2 ---------> 1.30001e+12
t=0, n=18, r=3, m=34, rp=2 ---------> -3.33697e+11
t=1, n=18, r=3, m=34, rp=2 ---------> 7.71846e+11
t=0, n=19, r=3, m=34, rp=2 ---------> -4.10125e+11
t=1, n=19, r=3, m=34, rp=2 ---------> 1.41446e+11
t=0, n=20, r=3, m=34, rp=2 ---------> 1.94558e+11
t=1, n=20, r=3, m=34, rp=2 ---------> 5.62811e+11
t=0, n=21, r=3, m=34, rp=2 ---------> -1.81672e+11
t=1, n=21, r=3, m=34, rp=2 ---------> 1.80227e+11
t=0, n=22, r=3, m=34, rp=2 ---------> 3.71102e+11
t=1, n=22, r=3, m=34, rp=2 ---------> 1.37184e+12
t=0, n=23, r=3, m=34, rp=2 ---------> 6.29856e+11
t=1, n=23, r=3, m=34, rp=2 ---------> 6.53858e+11
t=0, n=24, r=3, m=34, rp=2 ---------> 1.91731e+11
t=1, n=24, r=3, m=34, rp=2 ---------> 1.27385e+12
t=0, n=25, r=3, m=34, rp=2 ---------> 9.35373e+11
t=1, n=25, r=3, m=34, rp=2 ---------> 1.21093e+12
t=0, n=26, r=3, m=34, rp=2 ---------> 3.61222e+11
t=1, n=26, r=3, m=34, rp=2 ---------> 8.84606e+11
t=0, n=27, r=3, m=34, rp=2 ---------> 3.48998e+11
t=1, n=27, r=3, m=34, rp=2 ---------> 6.17936e+11
t=0, n=28, r=3, m=34, rp=2 ---------> 1.95987e+11
t=1, n=28, r=3, m=34, rp=2 ---------> 1.16404e+12
t=0, n=29, r=3, m=34, rp=2 ---------> 1.15414e+11
t=1, n=29, r=3, m=34, rp=2 ---------> 5.83734e+11
t=0, n=30, r=3, m=34, rp=2 ---------> 3.12552e+11
t=1, n=30, r=3, m=34, rp=2 ---------> 1.40437e+12
t=0, n=31, r=3, m=34, rp=2 ---------> 2.13651e+11
t=1, n=31, r=3, m=34, rp=2 ---------> 7.01539e+11
t=0, n=32, r=3, m=34, rp=2 ---------> -3.28468e+10
t=1, n=32, r=3, m=34, rp=2 ---------> 6.25469e+11
t=0, n=33, r=3, m=34, rp=2 ---------> 3.95515e+11
t=1, n=33, r=3, m=34, rp=2 ---------> 5.93138e+11
t=0, n=34, r=3, m=34, rp=2 ---------> 5.48502e+11
t=1, n=34, r=3, m=34, rp=2 ---------> 1.1731e+12
t=0, n=35, r=3, m=34, rp=2 ---------> 4.17663e+11
t=1, n=35, r=3, m=34, rp=2 ---------> 5.3269e+11
t=0, n=36, r=3, m=34, rp=2 ---------> -1.78685e+11
t=1, n=36, r=3, m=34, rp=2 ---------> 4.41521e+11
t=0, n=37, r=3, m=34, rp=2 ---------> 5.96958e+11
t=1, n=37, r=3, m=34, rp=2 ---------> 9.60147e+11
t=0, n=38, r=3, m=34, rp=2 ---------> 5.94647e+10
t=1, n=38, r=3, m=34, rp=2 ---------> 8.44175e+11
t=0, n=39, r=3, m=34, rp=2 ---------> 4.96944e+10
t=1, n=39, r=3, m=34, rp=2 ---------> 7.46171e+11
t=0, n=40, r=3, m=34, rp=2 ---------> 1.98371e+11
t=1, n=40, r=3, m=34, rp=2 ---------> 8.20873e+11
t=0, n=41, r=3, m=34, rp=2 ---------> -1.81525e+11
t=1, n=41, r=3, m=34, rp=2 ---------> 1.35023e+11
t=0, n=42, r=3, m=34, rp=2 ---------> 4.59147e+11
t=1, n=42, r=3, m=34, rp=2 ---------> 9.10068e+11
t=0, n=43, r=3, m=34, rp=2 ---------> 1.44083e+11
t=1, n=43, r=3, m=34, rp=2 ---------> 7.58981e+11
t=0, n=44, r=3, m=34, rp=2 ---------> -3.51066e+10
t=1, n=44, r=3, m=34, rp=2 ---------> -3.42386e+10
t=0, n=0, r=0, m=35, rp=2 ---------> -2.26984e+11
t=1, n=0, r=0, m=35, rp=2 ---------> -4.16383e+11
t=0, n=1, r=0, m=35, rp=2 ---------> -2.18173e+11
t=1, n=1, r=0, m=35, rp=2 ---------> -2.68361e+11
t=0, n=2, r=0, m=35, rp=2 ---------> -3.53663e+11
t=1, n=2, r=0, m=35, rp=2 ---------> -1.65341e+11
t=0, n=3, r=0, m=35, rp=2 ---------> -8.70579e+10
t=1, n=3, r=0, m=35, rp=2 ---------> -1.9768e+11
t=0, n=4, r=0, m=35, rp=2 ---------> 1.59733e+11
t=1, n=4, r=0, m=35, rp=2 ---------> -2.37831e+11
t=0, n=5, r=0, m=35, rp=2 ---------> 1.21114e+10
t=1, n=5, r=0, m=35, rp=2 ---------> -2.23883e+11
t=0, n=6, r=0, m=35, rp=2 ---------> -1.53946e+11
t=1, n=6, r=0, m=35, rp=2 ---------> -3.46023e+11
t=0, n=7, r=0, m=35, rp=2 ---------> -9.09544e+10
t=1, n=7, r=0, m=35, rp=2 ---------> -4.61317e+11
t=0, n=8, r=0, m=35, rp=2 ---------> -1.41629e+11
t=1, n=8, r=0, m=35, rp=2 ---------> 8.18974e+10
t=0, n=9, r=0, m=35, rp=2 ---------> -4.86993e+11
t=1, n=9, r=0, m=35, rp=2 ---------> -2.93323e+11
t=0, n=10, r=0, m=35, rp=2 ---------> 8.90905e+10
t=1, n=10, r=0, m=35, rp=2 ---------> -1.58368e+11
t=0, n=11, r=0, m=35, rp=2 ---------> -1.5924e+11
t=1, n=11, r=0, m=35, rp=2 ---------> -2.31891e+11
t=0, n=12, r=0, m=35, rp=2 ---------> 4.41507e+10
t=1, n=12, r=0, m=35, rp=2 ---------> -2.88588e+10
t=0, n=13, r=0, m=35, rp=2 ---------> -1.23753e+11
t=1, n=13, r=0, m=35, rp=2 ---------> -1.7499e+11
t=0, n=14, r=0, m=35, rp=2 ---------> -5.80113e+11
t=1, n=14, r=0, m=35, rp=2 ---------> -4.17004e+11
t=0, n=15, r=0, m=35, rp=2 ---------> 3.06553e+11
t=1, n=15, r=0, m=35, rp=2 ---------> -2.69016e+11
t=0, n=16, r=0, m=35, rp=2 ---------> 1.2151e+11
t=1, n=16, r=0, m=35, rp=2 ---------> -6.17623e+10
t=0, n=17, r=0, m=35, rp=2 ---------> -5.58369e+11
t=1, n=17, r=0, m=35, rp=2 ---------> 8.08454e+10
t=0, n=18, r=0, m=35, rp=2 ---------> -3.15721e+11
t=1, n=18, r=0, m=35, rp=2 ---------> -1.35388e+11
t=0, n=19, r=0, m=35, rp=2 ---------> 1.01043e+11
t=1, n=19, r=0, m=35, rp=2 ---------> -3.19948e+11
t=0, n=20, r=0, m=35, rp=2 ---------> 5.33621e+10
t=1, n=20, r=0, m=35, rp=2 ---------> -2.21028e+11
t=0, n=21, r=0, m=35, rp=2 ---------> 2.62903e+09
t=1, n=21, r=0, m=35, rp=2 ---------> 8.57357e+10
t=0, n=22, r=0, m=35, rp=2 ---------> 7.26732e+10
t=1, n=22, r=0, m=35, rp=2 ---------> -6.4508e+11
t=0, n=23, r=0, m=35, rp=2 ---------> -3.04087e+11
t=1, n=23, r=0, m=35, rp=2 ---------> 1.98626e+11
t=0, n=24, r=0, m=35, rp=2 ---------> 1.99479e+10
t=1, n=24, r=0, m=35, rp=2 ---------> -4.15258e+11
t=0, n=25, r=0, m=35, rp=2 ---------> -6.28494e+10
t=1, n=25, r=0, m=35, rp=2 ---------> -5.96317e+10
t=0, n=26, r=0, m=35, rp=2 ---------> -1.92283e+11
t=1, n=26, r=0, m=35, rp=2 ---------> -1.53181e+11
t=0, n=27, r=0, m=35, rp=2 ---------> 1.16552e+11
t=1, n=27, r=0, m=35, rp=2 ---------> 1.11998e+11
t=0, n=28, r=0, m=35, rp=2 ---------> -2.23096e+11
t=1, n=28, r=0, m=35, rp=2 ---------> -2.32817e+11
t=0, n=29, r=0, m=35, rp=2 ---------> 1.02062e+11
t=1, n=29, r=0, m=35, rp=2 ---------> 1.31253e+11
t=0, n=30, r=0, m=35, rp=2 ---------> -4.87115e+11
t=1, n=30, r=0, m=35, rp=2 ---------> -1.30513e+11
t=0, n=31, r=0, m=35, rp=2 ---------> -9.16669e+10
t=1, n=31, r=0, m=35, rp=2 ---------> -6.94343e+11
t=0, n=32, r=0, m=35, rp=2 ---------> 2.07953e+11
t=1, n=32, r=0, m=35, rp=2 ---------> -4.04982e+11
t=0, n=33, r=0, m=35, rp=2 ---------> -2.33662e+11
t=1, n=33, r=0, m=35, rp=2 ---------> -3.38438e+09
t=0, n=34, r=0, m=35, rp=2 ---------> -6.45628e+11
t=1, n=34, r=0, m=35, rp=2 ---------> -2.42226e+11
t=0, n=35, r=0, m=35, rp=2 ---------> -1.90687e+11
t=1, n=35, r=0, m=35, rp=2 ---------> -7.0047e+10
t=0, n=36, r=0, m=35, rp=2 ---------> -2.41402e+09
t=1, n=36, r=0, m=35, rp=2 ---------> -4.12093e+11
t=0, n=37, r=0, m=35, rp=2 ---------> -2.77544e+11
t=1, n=37, r=0, m=35, rp=2 ---------> -4.61801e+11
t=0, n=38, r=0, m=35, rp=2 ---------> 2.51561e+11
t=1, n=38, r=0, m=35, rp=2 ---------> -6.30503e+11
t=0, n=39, r=0, m=35, rp=2 ---------> 3.75352e+10
t=1, n=39, r=0, m=35, rp=2 ---------> -3.1122e+11
t=0, n=40, r=0, m=35, rp=2 ---------> -5.14516e+10
t=1, n=40, r=0, m=35, rp=2 ---------> -6.26763e+10
t=0, n=41, r=0, m=35, rp=2 ---------> 3.39016e+11
t=1, n=41, r=0, m=35, rp=2 ---------> -2.13686e+11
t=0, n=42, r=0, m=35, rp=2 ---------> 3.53415e+10
t=1, n=42, r=0, m=35, rp=2 ---------> -5.86226e+10
t=0, n=43, r=0, m=35, rp=2 ---------> -2.86808e+11
t=1, n=43, r=0, m=35, rp=2 ---------> -2.77058e+11
t=0, n=44, r=0, m=35, rp=2 ---------> 6.22057e+10
t=1, n=44, r=0, m=35, rp=2 ---------> -3.18336e+09
t=0, n=0, r=1, m=35, rp=2 ---------> 1.86042e+12
t=1, n=0, r=1, m=35, rp=2 ---------> 9.99797e+11
t=0, n=1, r=1, m=35, rp=2 ---------> 1.88482e+12
t=1, n=1, r=1, m=35, rp=2 ---------> 6.98219e+11
t=0, n=2, r=1, m=35, rp=2 ---------> 1.97322e+12
t=1, n=2, r=1, m=35, rp=2 ---------> -4.09581e+10
t=0, n=3, r=1, m=35, rp=2 ---------> 2.30808e+12
t=1, n=3, r=1, m=35, rp=2 ---------> 1.16399e+11
t=0, n=4, r=1, m=35, rp=2 ---------> 1.78668e+12
t=1, n=4, r=1, m=35, rp=2 ---------> 6.81358e+11
t=0, n=5, r=1, m=35, rp=2 ---------> 1.9422e+12
t=1, n=5, r=1, m=35, rp=2 ---------> 4.87629e+11
t=0, n=6, r=1, m=35, rp=2 ---------> 1.49162e+12
t=1, n=6, r=1, m=35, rp=2 ---------> 3.64786e+11
t=0, n=7, r=1, m=35, rp=2 ---------> 9.81667e+11
t=1, n=7, r=1, m=35, rp=2 ---------> 8.56328e+11
t=0, n=8, r=1, m=35, rp=2 ---------> 1.89746e+12
t=1, n=8, r=1, m=35, rp=2 ---------> -1.34674e+11
t=0, n=9, r=1, m=35, rp=2 ---------> 2.24084e+12
t=1, n=9, r=1, m=35, rp=2 ---------> 1.1305e+12
t=0, n=10, r=1, m=35, rp=2 ---------> 1.48267e+12
t=1, n=10, r=1, m=35, rp=2 ---------> 2.81055e+11
t=0, n=11, r=1, m=35, rp=2 ---------> 1.33529e+12
t=1, n=11, r=1, m=35, rp=2 ---------> 6.18075e+11
t=0, n=12, r=1, m=35, rp=2 ---------> 1.41318e+12
t=1, n=12, r=1, m=35, rp=2 ---------> -1.19867e+10
t=0, n=13, r=1, m=35, rp=2 ---------> 1.48728e+12
t=1, n=13, r=1, m=35, rp=2 ---------> 8.12502e+11
t=0, n=14, r=1, m=35, rp=2 ---------> 1.75871e+12
t=1, n=14, r=1, m=35, rp=2 ---------> 6.29627e+11
t=0, n=15, r=1, m=35, rp=2 ---------> 2.14729e+12
t=1, n=15, r=1, m=35, rp=2 ---------> -3.78797e+11
t=0, n=16, r=1, m=35, rp=2 ---------> 1.01567e+12
t=1, n=16, r=1, m=35, rp=2 ---------> -4.58715e+11
t=0, n=17, r=1, m=35, rp=2 ---------> 1.69898e+12
t=1, n=17, r=1, m=35, rp=2 ---------> 6.11243e+11
t=0, n=18, r=1, m=35, rp=2 ---------> 8.61152e+11
t=1, n=18, r=1, m=35, rp=2 ---------> 2.30835e+11
t=0, n=19, r=1, m=35, rp=2 ---------> 9.49875e+10
t=1, n=19, r=1, m=35, rp=2 ---------> 4.83793e+11
t=0, n=20, r=1, m=35, rp=2 ---------> 1.39696e+12
t=1, n=20, r=1, m=35, rp=2 ---------> 3.02577e+11
t=0, n=21, r=1, m=35, rp=2 ---------> 6.30233e+11
t=1, n=21, r=1, m=35, rp=2 ---------> -6.1147e+08
t=0, n=22, r=1, m=35, rp=2 ---------> 2.37415e+12
